f_frame_counter_left_camera,CAN_S_Gaze_ROI,MS_S_Gaze_ROI_X_Raw,MS_S_Gaze_ROI_Y_Raw,MS_S_Head_rot_X,MS_S_Head_rot_Y,MS_S_Head_rot_Z,HSVL_MS_S_Head_Pos_Veh_X,HSVL_MS_S_Head_Pos_Veh_Y,HSVL_MS_S_Head_Pos_Veh_Z,MS_S_Gaze_LE_Center_X,MS_S_Gaze_LE_Center_Y,MS_S_Gaze_LE_Center_Z,MS_S_Gaze_LE_VA_rot_X,MS_S_Gaze_LE_VA_rot_Y,MS_S_Gaze_LE_VA_rot_Z,MS_S_Gaze_RE_Center_X,MS_S_Gaze_RE_Center_Y,MS_S_Gaze_RE_Center_Z,MS_S_Gaze_RE_VA_rot_X,MS_S_Gaze_RE_VA_rot_Y,MS_S_Gaze_RE_VA_rot_Z,MS_S_Gaze_rot_X,MS_S_Gaze_rot_Y,MS_S_Gaze_rot_Z,headDir_X_L,headDir_Y_L,headDir_Z_L,headDir_X_R,headDir_Y_R,headDir_Z_R,headDir_X_mid,headDir_Y_mid,headDir_Z_mid,Rot_headDir_X_mid,Rot_headDir_Y_mid,Rot_headDir_Z_mid,roi_idx_h,roi_name_h,roi_X,roi_Y,intersect_x_h,intersect_y_h,intersect_z_h
46794.0000,3.0000,44.0000,49.0000,-1.3000,-9.4000,0.9000,1503.0000,-417.0000,862.0000,1499.0000,-448.0000,864.0000,0.0000,-7.5000,-1.1000,1498.0000,-386.0000,864.0000,0.0000,-7.5000,-1.1000,0.0000,-7.5434,-1.1202,0.9994,-0.0037,-0.0332,0.9994,-0.0037,-0.0332,0.9995,-0.0040,-0.0324,-0.0000,1.8575,-0.2319,3, /Windshield  Driver ,42,28,1060.0204,-415.2073,876.3664
46795.0000,3.0000,44.0000,49.0000,-1.2000,-9.4000,0.9000,1503.0000,-418.0000,862.0000,1499.0000,-448.0000,864.0000,0.0000,-7.5000,-1.0000,1498.0000,-387.0000,864.0000,0.0000,-7.5000,-1.0000,0.0000,-7.5366,-1.0155,0.9994,-0.0019,-0.0332,0.9994,-0.0019,-0.0332,0.9995,-0.0022,-0.0325,-0.0000,1.8643,-0.1271,3, /Windshield  Driver ,42,28,1060.1034,-417.0174,876.4162
46796.0000,3.0000,44.0000,48.0000,-1.0000,-9.5000,0.9000,1503.0000,-418.0000,862.0000,1499.0000,-449.0000,864.0000,0.0000,-7.5000,-1.1000,1498.0000,-387.0000,864.0000,0.0000,-7.5000,-1.1000,0.0000,-7.4775,-1.1397,0.9994,-0.0037,-0.0349,0.9994,-0.0037,-0.0349,0.9994,-0.0044,-0.0353,-0.0000,2.0234,-0.2514,3, /Windshield  Driver ,42,28,1062.0394,-416.0648,877.5795
46797.0000,3.0000,44.0000,48.0000,-0.9000,-9.5000,0.9000,1503.0000,-419.0000,862.0000,1499.0000,-450.0000,864.0000,0.0000,-7.4000,-1.4000,1497.0000,-388.0000,864.0000,0.0000,-7.4000,-1.4000,0.0000,-7.4085,-1.3890,0.9993,-0.0089,-0.0367,0.9993,-0.0089,-0.0367,0.9993,-0.0087,-0.0365,-0.0000,2.0924,-0.5007,3, /Windshield  Driver ,42,28,1062.8741,-415.1536,878.0811
46798.0000,3.0000,44.0000,47.0000,-0.8000,-9.6000,0.9000,1503.0000,-419.0000,862.0000,1498.0000,-450.0000,864.0000,0.0000,-7.3000,-1.7000,1498.0000,-388.0000,864.0000,0.0000,-7.3000,-1.7000,0.0000,-7.2975,-1.6874,0.9991,-0.0142,-0.0401,0.9991,-0.0142,-0.0401,0.9991,-0.0139,-0.0402,-0.0000,2.3034,-0.7993,3, /Windshield  Driver ,43,27,1065.4076,-412.8951,879.6033
46799.0000,3.0000,44.0000,47.0000,-0.6000,-9.6000,0.8000,1502.0000,-420.0000,861.0000,1498.0000,-450.0000,863.0000,0.0000,-7.2000,-1.9000,1497.0000,-389.0000,864.0000,0.0000,-7.2000,-1.9000,0.0000,-7.1875,-1.8848,0.9989,-0.0194,-0.0419,0.9989,-0.0194,-0.0419,0.9989,-0.0191,-0.0421,-0.0000,2.4132,-1.0953,3, /Windshield  Driver ,43,27,1065.0953,-411.6471,879.4157
46800.0000,3.0000,44.0000,48.0000,-0.4000,-9.7000,0.8000,1502.0000,-420.0000,861.0000,1498.0000,-450.0000,863.0000,0.0000,-7.1000,-2.0000,1497.0000,-389.0000,864.0000,0.0000,-7.1000,-2.0000,0.0000,-7.0864,-1.9960,0.9987,-0.0211,-0.0454,0.9987,-0.0211,-0.0454,0.9987,-0.0210,-0.0456,-0.0000,2.6143,-1.2066,3, /Windshield  Driver ,43,27,1067.4738,-410.8477,880.8448
46801.0000,3.0000,44.0000,48.0000,-0.3000,-9.7000,0.8000,1501.0000,-420.0000,861.0000,1498.0000,-451.0000,863.0000,0.0000,-7.0000,-2.1000,1497.0000,-389.0000,864.0000,0.0000,-7.0000,-2.1000,0.0000,-7.0166,-2.0627,0.9986,-0.0228,-0.0471,0.9986,-0.0228,-0.0471,0.9987,-0.0222,-0.0468,-0.0000,2.6840,-1.2733,3, /Windshield  Driver ,43,27,1068.2205,-410.3810,881.2935
46802.0000,3.0000,44.0000,49.0000,-0.2000,-9.8000,0.6000,1501.0000,-421.0000,861.0000,1498.0000,-451.0000,863.0000,0.0000,-7.0000,-1.9000,1496.0000,-390.0000,864.0000,0.0000,-7.0000,-1.9000,0.0000,-6.9864,-1.8700,0.9985,-0.0228,-0.0489,0.9985,-0.0228,-0.0489,0.9985,-0.0223,-0.0491,-0.0000,2.8140,-1.2781,3, /Windshield  Driver ,43,26,1069.7346,-411.3784,882.2032
46803.0000,3.0000,44.0000,49.0000,0.0000,-10.0000,0.4000,1501.0000,-421.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.0000,-1.6000,1496.0000,-390.0000,864.0000,0.0000,-7.0000,-1.6000,0.0000,-6.9704,-1.5672,0.9984,-0.0210,-0.0523,0.9984,-0.0210,-0.0523,0.9984,-0.0204,-0.0529,-0.0000,3.0297,-1.1727,3, /Windshield  Driver ,43,26,1070.6946,-412.1913,882.7801
46804.0000,3.0000,44.0000,49.0000,0.1000,-10.3000,0.3000,1500.0000,-421.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.1000,-1.3000,1496.0000,-390.0000,864.0000,0.0000,-7.1000,-1.3000,0.0000,-7.0767,-1.2932,0.9983,-0.0175,-0.0558,0.9983,-0.0175,-0.0558,0.9983,-0.0174,-0.0562,-0.0000,3.2234,-0.9975,3, /Windshield  Driver ,42,26,1072.8274,-413.5620,884.0616
46805.0000,3.0000,44.0000,49.0000,0.1000,-10.5000,0.2000,1500.0000,-421.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.3000,-1.2000,1496.0000,-390.0000,864.0000,0.0000,-7.3000,-1.2000,0.0000,-7.2948,-1.1985,0.9983,-0.0175,-0.0558,0.9983,-0.0175,-0.0558,0.9983,-0.0175,-0.0559,-0.0000,3.2052,-1.0015,3, /Windshield  Driver ,42,26,1072.6198,-413.5285,883.9369
46806.0000,3.0000,44.0000,49.0000,0.1000,-10.7000,0.2000,1500.0000,-421.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.6000,-1.2000,1495.0000,-390.0000,863.0000,0.0000,-7.6000,-1.2000,0.0000,-7.5656,-1.2236,0.9984,-0.0175,-0.0541,0.9984,-0.0175,-0.0541,0.9983,-0.0179,-0.0547,-0.0000,3.1345,-1.0268,3, /Windshield  Driver ,42,26,1071.8128,-413.3256,883.4520
46807.0000,3.0000,44.0000,49.0000,0.2000,-10.8000,0.2000,1500.0000,-421.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.7000,-1.2000,1495.0000,-390.0000,863.0000,0.0000,-7.7000,-1.2000,0.0000,-7.7409,-1.2352,0.9984,-0.0175,-0.0541,0.9984,-0.0175,-0.0541,0.9984,-0.0181,-0.0534,-0.0000,3.0592,-1.0385,3, /Windshield  Driver ,42,26,1070.9504,-413.2225,882.9338
46808.0000,3.0000,44.0000,49.0000,0.1000,-10.9000,0.3000,1500.0000,-420.0000,860.0000,1497.0000,-451.0000,862.0000,0.0000,-7.8000,-1.3000,1495.0000,-389.0000,863.0000,0.0000,-7.8000,-1.3000,0.0000,-7.7807,-1.2558,0.9984,-0.0175,-0.0541,0.9984,-0.0175,-0.0541,0.9984,-0.0167,-0.0544,-0.0000,3.1194,-0.9608,3, /Windshield  Driver ,43,26,1071.6392,-412.8160,883.3477
46809.0000,3.0000,44.0000,48.0000,0.1000,-11.0000,0.4000,1500.0000,-420.0000,860.0000,1496.0000,-451.0000,861.0000,0.0000,-7.8000,-1.3000,1495.0000,-389.0000,863.0000,0.0000,-7.8000,-1.3000,0.0000,-7.7817,-1.2815,0.9983,-0.0158,-0.0558,0.9983,-0.0158,-0.0558,0.9983,-0.0155,-0.0561,-0.0000,3.2185,-0.8883,3, /Windshield  Driver ,42,26,1072.7698,-413.3760,884.0270
46810.0000,3.0000,44.0000,48.0000,0.1000,-11.1000,0.4000,1500.0000,-420.0000,860.0000,1497.0000,-450.0000,861.0000,0.0000,-7.7000,-1.4000,1495.0000,-389.0000,863.0000,0.0000,-7.7000,-1.4000,0.0000,-7.7436,-1.3535,0.9981,-0.0175,-0.0593,0.9981,-0.0175,-0.0593,0.9981,-0.0167,-0.0586,-0.0000,3.3566,-0.9603,3, /Windshield  Driver ,43,26,1074.3376,-412.8653,884.9691
46811.0000,3.0000,44.0000,48.0000,0.0000,-11.2000,0.5000,1501.0000,-419.0000,860.0000,1497.0000,-450.0000,861.0000,0.0000,-7.7000,-1.5000,1495.0000,-389.0000,862.0000,0.0000,-7.7000,-1.5000,0.0000,-7.7162,-1.4509,0.9980,-0.0176,-0.0611,0.9980,-0.0176,-0.0611,0.9980,-0.0167,-0.0608,-0.0000,3.4841,-0.9595,3, /Windshield  Driver ,43,25,1075.8660,-411.8796,885.8874
46812.0000,3.0000,44.0000,48.0000,-0.2000,-11.3000,0.6000,1501.0000,-419.0000,859.0000,1497.0000,-450.0000,861.0000,0.0000,-7.7000,-1.5000,1495.0000,-388.0000,862.0000,0.0000,-7.7000,-1.5000,0.0000,-7.6564,-1.5250,0.9979,-0.0159,-0.0628,0.9979,-0.0159,-0.0628,0.9978,-0.0163,-0.0636,-0.0000,3.6441,-0.9355,3, /Windshield  Driver ,43,25,1076.1543,-412.0629,886.0606
46813.0000,3.0000,44.0000,48.0000,-0.3000,-11.4000,0.5000,1501.0000,-419.0000,859.0000,1497.0000,-450.0000,861.0000,0.0000,-7.6000,-1.5000,1496.0000,-388.0000,862.0000,0.0000,-7.6000,-1.5000,0.0000,-7.5979,-1.5280,0.9976,-0.0176,-0.0663,0.9976,-0.0176,-0.0663,0.9976,-0.0181,-0.0663,-0.0000,3.8024,-1.0368,3, /Windshield  Driver ,43,25,1077.9227,-411.3434,887.1232
46814.0000,3.0000,44.0000,48.0000,-0.3000,-11.4000,0.5000,1500.0000,-419.0000,859.0000,1497.0000,-449.0000,861.0000,0.0000,-7.6000,-1.4000,1496.0000,-388.0000,862.0000,0.0000,-7.6000,-1.4000,0.0000,-7.6479,-1.4409,0.9977,-0.0158,-0.0663,0.9977,-0.0158,-0.0663,0.9977,-0.0165,-0.0654,-0.0000,3.7524,-0.9497,3, /Windshield  Driver ,43,25,1077.2666,-411.9921,886.7290
46815.0000,3.0000,44.0000,48.0000,-0.4000,-11.2000,0.5000,1501.0000,-418.0000,859.0000,1498.0000,-449.0000,862.0000,0.0000,-7.9000,-1.5000,1496.0000,-387.0000,862.0000,0.0000,-7.9000,-1.5000,0.0000,-7.9403,-1.5104,0.9982,-0.0176,-0.0576,0.9982,-0.0176,-0.0576,0.9982,-0.0178,-0.0569,-0.0000,3.2600,-1.0191,3, /Windshield  Driver ,43,26,1071.8094,-410.3650,883.4499
46816.0000,3.0000,43.0000,48.0000,-0.4000,-11.1000,0.5000,1501.0000,-418.0000,859.0000,1498.0000,-449.0000,862.0000,0.0000,-8.9000,-0.9000,1496.0000,-388.0000,860.0000,0.0000,-8.9000,-0.9000,0.0000,-8.8760,-0.8750,0.9992,-0.0071,-0.0384,0.9992,-0.0071,-0.0384,0.9992,-0.0067,-0.0388,-0.0000,2.2243,-0.3839,3, /Windshield  Driver ,42,28,1059.6489,-415.0424,876.1431
46817.0000,3.0000,43.0000,48.0000,-0.4000,-11.0000,0.4000,1501.0000,-418.0000,859.0000,1498.0000,-449.0000,862.0000,0.0000,-8.9000,-0.9000,1496.0000,-388.0000,860.0000,0.0000,-8.9000,-0.9000,0.0000,-8.8760,-0.8750,0.9993,-0.0088,-0.0366,0.9993,-0.0088,-0.0366,0.9993,-0.0084,-0.0371,-0.0000,2.1242,-0.4820,3, /Windshield  Driver ,42,28,1058.4386,-414.2765,875.4159
46819.0000,3.0000,43.0000,48.0000,-0.5000,-10.5000,0.6000,1502.0000,-416.0000,859.0000,1498.0000,-447.0000,861.0000,0.0000,-13.3000,1.3000,1498.0000,-386.0000,861.0000,0.0000,-13.3000,1.3000,0.0000,-13.2756,1.2853,0.9983,0.0330,0.0488,0.9983,0.0330,0.0488,0.9983,0.0327,0.0484,0.0000,-2.7749,1.8760,3, /Windshield  Driver ,40,40,989.7771,-432.7771,834.1597
46820.0000,3.0000,43.0000,48.0000,-0.6000,-10.2000,0.8000,1502.0000,-416.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-12.9000,0.5000,1499.0000,-385.0000,863.0000,0.0000,-12.9000,0.5000,0.0000,-12.9226,0.4747,0.9986,0.0225,0.0471,0.9986,0.0225,0.0471,0.9986,0.0220,0.0475,0.0000,-2.7214,1.2630,3, /Windshield  Driver ,41,40,990.6574,-427.2735,834.6887
46821.0000,3.0000,43.0000,48.0000,-0.7000,-10.1000,0.8000,1503.0000,-415.0000,859.0000,1499.0000,-446.0000,863.0000,0.0000,-11.7000,-0.1000,1498.0000,-384.0000,863.0000,0.0000,-11.7000,-0.1000,0.0000,-11.7293,-0.1175,0.9995,0.0120,0.0279,0.9995,0.0120,0.0279,0.9995,0.0117,0.0284,0.0000,-1.6281,0.6704,3, /Windshield  Driver ,42,37,1007.6855,-420.7958,844.9202
46822.0000,3.0000,43.0000,47.0000,-0.8000,-10.2000,0.7000,1503.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-9.9000,-0.8000,1499.0000,-384.0000,863.0000,0.0000,-9.9000,-0.8000,0.0000,-9.8550,-0.8040,1.0000,-0.0019,-0.0052,1.0000,-0.0019,-0.0052,1.0000,-0.0020,-0.0060,-0.0000,0.3457,-0.1151,3, /Windshield  Driver ,42,32,1037.4572,-414.0649,862.8089
46823.0000,3.0000,43.0000,47.0000,-0.9000,-10.2000,0.5000,1503.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-8.2000,-1.1000,1498.0000,-384.0000,863.0000,0.0000,-8.2000,-1.1000,0.0000,-8.1618,-1.0688,0.9993,-0.0106,-0.0349,0.9993,-0.0106,-0.0349,0.9993,-0.0101,-0.0356,-0.0000,2.0385,-0.5764,3, /Windshield  Driver ,43,28,1059.0798,-410.5340,875.8012
46824.0000,3.0000,43.0000,47.0000,-0.9000,-10.2000,0.3000,1503.0000,-415.0000,860.0000,1499.0000,-445.0000,863.0000,0.0000,-7.2000,-1.1000,1498.0000,-384.0000,863.0000,0.0000,-7.2000,-1.1000,0.0000,-7.1525,-1.1261,0.9985,-0.0140,-0.0523,0.9985,-0.0140,-0.0523,0.9985,-0.0145,-0.0532,-0.0000,3.0476,-0.8304,3, /Windshield  Driver ,43,26,1071.0599,-408.7393,882.9996
46825.0000,3.0000,43.0000,47.0000,-1.0000,-10.2000,0.0000,1502.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-6.7000,-1.1000,1498.0000,-384.0000,863.0000,0.0000,-6.7000,-1.1000,0.0000,-6.6547,-1.1230,0.9980,-0.0192,-0.0610,0.9980,-0.0192,-0.0610,0.9979,-0.0196,-0.0618,-0.0000,3.5453,-1.1230,3, /Windshield  Driver ,43,25,1076.6495,-406.6622,886.3582
46826.0000,3.0000,43.0000,46.0000,-1.1000,-10.2000,0.0000,1502.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-6.4000,-1.1000,1497.0000,-384.0000,863.0000,0.0000,-6.4000,-1.1000,0.0000,-6.4175,-1.1086,0.9976,-0.0192,-0.0663,0.9976,-0.0192,-0.0663,0.9976,-0.0193,-0.0660,-0.0000,3.7825,-1.1086,3, /Windshield  Driver ,43,25,1079.3008,-406.8205,887.9513
46827.0000,3.0000,44.0000,46.0000,-1.1000,-10.3000,0.1000,1501.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-6.4000,-1.1000,1497.0000,-385.0000,863.0000,0.0000,-6.4000,-1.1000,0.0000,-6.3787,-1.0706,0.9975,-0.0174,-0.0680,0.9975,-0.0174,-0.0680,0.9975,-0.0169,-0.0684,-0.0000,3.9213,-0.9720,3, /Windshield  Driver ,43,24,1080.7329,-407.8696,888.8118
46828.0000,3.0000,44.0000,46.0000,-1.0000,-10.4000,0.1000,1501.0000,-416.0000,860.0000,1498.0000,-446.0000,863.0000,0.0000,-6.4000,-0.9000,1496.0000,-385.0000,863.0000,0.0000,-6.4000,-0.9000,0.0000,-6.3909,-0.9411,0.9975,-0.0140,-0.0698,0.9975,-0.0140,-0.0698,0.9974,-0.0147,-0.0699,-0.0000,4.0091,-0.8425,3, /Windshield  Driver ,43,24,1081.6960,-409.8342,889.3904
46829.0000,3.0000,43.0000,46.0000,-1.1000,-10.5000,0.3000,1501.0000,-416.0000,860.0000,1498.0000,-446.0000,863.0000,0.0000,-6.4000,-0.8000,1496.0000,-385.0000,863.0000,0.0000,-6.4000,-0.8000,0.0000,-6.4367,-0.7973,0.9974,-0.0088,-0.0715,0.9974,-0.0088,-0.0715,0.9974,-0.0087,-0.0709,-0.0000,4.0634,-0.5016,3, /Windshield  Driver ,43,24,1082.2880,-412.3342,889.7461
46830.0000,3.0000,43.0000,46.0000,-1.1000,-10.6000,0.5000,1500.0000,-416.0000,860.0000,1498.0000,-447.0000,863.0000,0.0000,-6.5000,-0.7000,1496.0000,-385.0000,863.0000,0.0000,-6.5000,-0.7000,0.0000,-6.4680,-0.7334,0.9974,-0.0036,-0.0715,0.9974,-0.0036,-0.0715,0.9974,-0.0042,-0.0721,-0.0000,4.1323,-0.2407,3, /Windshield  Driver ,42,24,1082.9306,-414.2480,890.1323
46831.0000,3.0000,43.0000,47.0000,-1.1000,-10.7000,0.7000,1500.0000,-416.0000,860.0000,1498.0000,-447.0000,863.0000,0.0000,-6.5000,-0.8000,1496.0000,-385.0000,863.0000,0.0000,-6.5000,-0.8000,0.0000,-6.5288,-0.7509,0.9973,-0.0019,-0.0732,0.9973,-0.0019,-0.0732,0.9974,-0.0011,-0.0727,-0.0000,4.1716,-0.0613,3, /Windshield  Driver ,42,24,1083.3577,-415.5544,890.3889
46832.0000,3.0000,43.0000,47.0000,-1.1000,-10.8000,1.0000,1500.0000,-416.0000,860.0000,1497.0000,-446.0000,862.0000,0.0000,-6.7000,-0.8000,1496.0000,-385.0000,863.0000,0.0000,-6.7000,-0.8000,0.0000,-6.6594,-0.7993,0.9974,0.0032,-0.0715,0.9974,0.0032,-0.0715,0.9974,0.0032,-0.0722,0.0000,4.1416,0.1856,3, /Windshield  Driver ,42,24,1083.0315,-417.3505,890.1929
46833.0000,3.0000,43.0000,48.0000,-1.2000,-10.9000,1.0000,1500.0000,-416.0000,860.0000,1497.0000,-446.0000,862.0000,0.0000,-6.8000,-0.9000,1496.0000,-385.0000,862.0000,0.0000,-6.8000,-0.9000,0.0000,-6.8367,-0.8625,0.9974,0.0015,-0.0715,0.9974,0.0015,-0.0715,0.9975,0.0021,-0.0709,0.0000,4.0643,0.1219,3, /Windshield  Driver ,42,24,1082.1907,-416.8891,889.6877
46834.0000,3.0000,43.0000,49.0000,-1.3000,-11.0000,1.0000,1499.0000,-416.0000,859.0000,1497.0000,-446.0000,862.0000,0.0000,-7.0000,-0.9000,1496.0000,-385.0000,862.0000,0.0000,-7.0000,-0.9000,0.0000,-6.9921,-0.9137,0.9976,0.0015,-0.0698,0.9976,0.0015,-0.0698,0.9976,0.0012,-0.0699,0.0000,4.0089,0.0703,3, /Windshield  Driver ,42,25,1079.9901,-416.5143,888.3654
46835.0000,3.0000,43.0000,49.0000,-1.3000,-11.2000,0.9000,1499.0000,-415.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-7.0000,-0.9000,1496.0000,-385.0000,862.0000,0.0000,-7.0000,-0.9000,0.0000,-7.0195,-0.9346,0.9973,-0.0003,-0.0733,0.9973,-0.0003,-0.0733,0.9973,-0.0009,-0.0729,-0.0000,4.1813,-0.0494,3, /Windshield  Driver ,42,24,1081.8705,-414.6404,889.4953
46836.0000,3.0000,43.0000,49.0000,-1.4000,-11.3000,0.8000,1500.0000,-415.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-7.0000,-0.9000,1496.0000,-384.0000,862.0000,0.0000,-7.0000,-0.9000,0.0000,-6.9731,-0.9448,0.9972,-0.0020,-0.0750,0.9972,-0.0020,-0.0750,0.9971,-0.0028,-0.0755,-0.0000,4.3276,-0.1581,3, /Windshield  Driver ,42,24,1083.5652,-413.8511,890.5135
46837.0000,3.0000,43.0000,49.0000,-1.4000,-11.3000,0.7000,1500.0000,-415.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-6.9000,-1.0000,1496.0000,-384.0000,862.0000,0.0000,-6.9000,-1.0000,0.0000,-6.8981,-0.9534,0.9970,-0.0054,-0.0767,0.9970,-0.0054,-0.0767,0.9970,-0.0046,-0.0768,-0.0000,4.4024,-0.2649,3, /Windshield  Driver ,42,24,1084.3724,-413.0781,890.9986
46838.0000,3.0000,43.0000,49.0000,-1.4000,-11.4000,0.6000,1500.0000,-415.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-6.8000,-1.0000,1496.0000,-384.0000,862.0000,0.0000,-6.8000,-1.0000,0.0000,-6.8081,-0.9963,0.9968,-0.0071,-0.0802,0.9968,-0.0071,-0.0802,0.9968,-0.0071,-0.0801,-0.0000,4.5923,-0.4063,3, /Windshield  Driver ,43,24,1086.4075,-412.0674,892.2214
46839.0000,3.0000,43.0000,49.0000,-1.3000,-11.1000,0.6000,1500.0000,-416.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-6.7000,-1.1000,1496.0000,-385.0000,862.0000,0.0000,-6.7000,-1.1000,0.0000,-6.6737,-1.0674,0.9970,-0.0089,-0.0767,0.9970,-0.0089,-0.0767,0.9970,-0.0083,-0.0772,-0.0000,4.4267,-0.4769,3, /Windshield  Driver ,43,24,1084.6350,-412.5430,891.1564
46840.0000,3.0000,43.0000,49.0000,-1.2000,-10.9000,0.5000,1500.0000,-416.0000,859.0000,1498.0000,-446.0000,862.0000,0.0000,-6.5000,-1.1000,1497.0000,-385.0000,862.0000,0.0000,-6.5000,-1.1000,0.0000,-6.5385,-1.0868,0.9970,-0.0106,-0.0767,0.9970,-0.0106,-0.0767,0.9971,-0.0103,-0.0761,-0.0000,4.3618,-0.5944,3, /Windshield  Driver ,43,24,1083.9366,-411.6837,890.7367
46841.0000,3.0000,43.0000,49.0000,-1.1000,-10.9000,0.6000,1500.0000,-416.0000,859.0000,1498.0000,-447.0000,862.0000,0.0000,-6.5000,-1.1000,1497.0000,-385.0000,862.0000,0.0000,-6.5000,-1.1000,0.0000,-6.4872,-1.0504,0.9970,-0.0089,-0.0767,0.9970,-0.0089,-0.0767,0.9970,-0.0080,-0.0769,-0.0000,4.4132,-0.4595,3, /Windshield  Driver ,43,24,1084.4892,-412.6677,891.0688
46842.0000,3.0000,43.0000,50.0000,-1.1000,-10.8000,0.7000,1500.0000,-416.0000,860.0000,1499.0000,-447.0000,862.0000,0.0000,-6.5000,-1.0000,1497.0000,-385.0000,863.0000,0.0000,-6.5000,-1.0000,0.0000,-6.5065,-1.0436,0.9972,-0.0054,-0.0750,0.9972,-0.0054,-0.0750,0.9972,-0.0062,-0.0749,-0.0000,4.2940,-0.3541,3, /Windshield  Driver ,42,24,1084.6818,-413.4333,891.1845
46843.0000,3.0000,43.0000,53.0000,-1.0000,-10.6000,0.9000,1501.0000,-416.0000,860.0000,1499.0000,-447.0000,863.0000,0.0000,-6.6000,-1.0000,1497.0000,-385.0000,863.0000,0.0000,-6.6000,-1.0000,0.0000,-6.5778,-1.0328,0.9976,-0.0020,-0.0698,0.9976,-0.0020,-0.0698,0.9975,-0.0025,-0.0702,-0.0000,4.0230,-0.1459,3, /Windshield  Driver ,42,24,1081.8443,-414.9323,889.4795
46844.0000,3.0000,40.0000,72.0000,-1.0000,-10.6000,1.2000,1502.0000,-416.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-6.6000,-0.9000,1498.0000,-385.0000,863.0000,0.0000,-6.6000,-0.9000,0.0000,-6.6265,-0.8997,0.9976,0.0049,-0.0698,0.9976,0.0049,-0.0698,0.9976,0.0049,-0.0693,0.0000,3.9749,0.2827,3, /Windshield  Driver ,42,24,1081.4208,-418.0750,889.2251
46845.0000,3.0000,40.0000,72.0000,-1.0000,-10.6000,1.2000,1502.0000,-416.0000,861.0000,1499.0000,-446.0000,863.0000,0.0000,-6.6000,-0.7000,1498.0000,-385.0000,863.0000,0.0000,-6.6000,-0.7000,0.0000,-6.6213,-0.6709,0.9975,0.0084,-0.0698,0.9975,0.0084,-0.0698,0.9975,0.0089,-0.0694,0.0000,3.9801,0.5114,3, /Windshield  Driver ,42,24,1082.9707,-419.7405,890.1564
46846.0000,3.0000,40.0000,72.0000,-1.1000,-10.6000,1.1000,1502.0000,-415.0000,860.0000,1499.0000,-446.0000,863.0000,0.0000,-6.6000,-0.5000,1498.0000,-384.0000,863.0000,0.0000,-6.6000,-0.5000,0.0000,-6.6270,-0.4695,0.9975,0.0102,-0.0698,0.9975,0.0102,-0.0698,0.9975,0.0107,-0.0693,0.0000,3.9742,0.6144,3, /Windshield  Driver ,42,24,1081.4148,-419.5101,889.2215
46847.0000,3.0000,41.0000,70.0000,-1.1000,-10.6000,1.0000,1502.0000,-415.0000,860.0000,1500.0000,-445.0000,863.0000,0.0000,-6.7000,-0.4000,1498.0000,-384.0000,863.0000,0.0000,-6.7000,-0.4000,0.0000,-6.7261,-0.3867,0.9976,0.0102,-0.0680,0.9976,0.0102,-0.0680,0.9977,0.0104,-0.0676,0.0000,3.8749,0.5985,3, /Windshield  Driver ,42,25,1080.3191,-419.4052,888.5631
46848.0000,3.0000,42.0000,64.0000,-1.2000,-10.5000,0.8000,1502.0000,-414.0000,860.0000,1500.0000,-444.0000,863.0000,0.0000,-6.9000,-0.4000,1498.0000,-383.0000,863.0000,0.0000,-6.9000,-0.4000,0.0000,-6.8945,-0.3650,0.9980,0.0068,-0.0628,0.9980,0.0068,-0.0628,0.9980,0.0074,-0.0629,0.0000,3.6062,0.4232,3, /Windshield  Driver ,42,25,1077.3265,-417.1367,886.7649
46849.0000,3.0000,43.0000,56.0000,-1.3000,-10.3000,0.8000,1502.0000,-413.0000,860.0000,1500.0000,-444.0000,863.0000,0.0000,-7.0000,-0.3000,1498.0000,-382.0000,863.0000,0.0000,-7.0000,-0.3000,0.0000,-7.0385,-0.3438,0.9983,0.0085,-0.0576,0.9983,0.0085,-0.0576,0.9983,0.0077,-0.0569,0.0000,3.2622,0.4446,3, /Windshield  Driver ,42,26,1073.4366,-416.3255,884.4276
