f_frame_counter_left_camera,CAN_S_Gaze_ROI,MS_S_Gaze_ROI_X_Raw,MS_S_Gaze_ROI_Y_Raw,MS_S_Head_rot_X,MS_S_Head_rot_Y,MS_S_Head_rot_Z,HSVL_MS_S_Head_Pos_Veh_X,HSVL_MS_S_Head_Pos_Veh_Y,HSVL_MS_S_Head_Pos_Veh_Z,MS_S_Gaze_LE_Center_X,MS_S_Gaze_LE_Center_Y,MS_S_Gaze_LE_Center_Z,MS_S_Gaze_LE_VA_rot_X,MS_S_Gaze_LE_VA_rot_Y,MS_S_Gaze_LE_VA_rot_Z,MS_S_Gaze_RE_Center_X,MS_S_Gaze_RE_Center_Y,MS_S_Gaze_RE_Center_Z,MS_S_Gaze_RE_VA_rot_X,MS_S_Gaze_RE_VA_rot_Y,MS_S_Gaze_RE_VA_rot_Z,MS_S_Gaze_rot_X,MS_S_Gaze_rot_Y,MS_S_Gaze_rot_Z,headDir_X_L,headDir_Y_L,headDir_Z_L,headDir_X_R,headDir_Y_R,headDir_Z_R,headDir_X_mid,headDir_Y_mid,headDir_Z_mid,Rot_headDir_X_mid,Rot_headDir_Y_mid,Rot_headDir_Z_mid,roi_idx_h,roi_name_h,roi_X,roi_Y,intersect_x_h,intersect_y_h,intersect_z_h
45304.0000,3.0000,44.0000,54.0000,1.9000,-11.3000,-10.8000,1494.0000,-395.0000,855.0000,1487.0000,-419.0000,856.0000,0.0000,-11.1000,-33.4000,1502.0000,-360.0000,859.0000,0.0000,-11.1000,-33.4000,0.0000,-11.0869,-33.4007,0.7195,-0.6945,-0.0068,0.7195,-0.6945,-0.0068,0.7195,-0.6945,-0.0071,-0.0000,0.4044,-43.9892,3, /Windshield  Driver ,94,33,1032.0046,50.9751,859.5327
45306.0000,3.0000,50.0000,50.0000,2.0000,-11.1000,-14.1000,1493.0000,-387.0000,854.0000,1487.0000,-410.0000,856.0000,0.0000,-10.8000,-41.7000,1507.0000,-353.0000,859.0000,0.0000,-10.8000,-41.7000,0.0000,-10.8417,-41.7400,0.5659,-0.8244,-0.0108,0.5659,-0.8244,-0.0108,0.5653,-0.8248,-0.0101,-0.0000,0.5769,-55.5716,5, /Windshield  Passenger ,29,32,1036.3330,279.2371,862.1334
45307.0000,3.0000,50.0000,50.0000,2.0000,-10.7000,-15.6000,1493.0000,-385.0000,854.0000,1489.0000,-409.0000,857.0000,0.0000,-11.0000,-45.8000,1508.0000,-351.0000,859.0000,0.0000,-11.0000,-45.8000,0.0000,-11.0426,-45.7779,0.4829,-0.8756,-0.0017,0.4829,-0.8756,-0.0017,0.4833,-0.8755,-0.0010,-0.0000,0.0546,-61.0999,5, /Windshield  Passenger ,60,34,1024.3348,463.9827,854.9242
45308.0000,3.0000,50.0000,50.0000,1.9000,-10.1000,-17.0000,1493.0000,-383.0000,854.0000,1489.0000,-407.0000,857.0000,0.0000,-11.3000,-48.1000,1510.0000,-349.0000,859.0000,0.0000,-11.3000,-48.1000,0.0000,-11.3112,-48.1117,0.4253,-0.9050,0.0125,0.4253,-0.9050,0.0125,0.4251,-0.9051,0.0127,-0.0000,-0.7277,-64.8418,5, /Windshield  Passenger ,95,39,998.1946,670.5109,839.2175
45309.0000,3.0000,50.0000,50.0000,1.9000,-9.4000,-18.2000,1494.0000,-380.0000,854.0000,1489.0000,-404.0000,856.0000,0.0000,-11.4000,-49.3000,1512.0000,-347.0000,859.0000,0.0000,-11.4000,-49.3000,0.0000,-11.3592,-49.2773,0.3865,-0.9219,0.0251,0.3865,-0.9219,0.0251,0.3869,-0.9218,0.0245,-0.0000,-1.4019,-67.2301,17, /Offroad  Passenger  Exterior ,4,61,1040.6776,700.0000,825.3349
45310.0000,3.0000,50.0000,50.0000,1.8000,-8.5000,-19.2000,1495.0000,-378.0000,854.0000,1489.0000,-402.0000,857.0000,0.0000,-11.4000,-49.9000,1513.0000,-346.0000,859.0000,0.0000,-11.4000,-49.9000,0.0000,-11.4056,-49.9033,0.3598,-0.9322,0.0397,0.3598,-0.9322,0.0397,0.3597,-0.9322,0.0398,-0.0000,-2.2816,-68.8999,17, /Offroad  Passenger  Exterior ,6,60,1079.0322,700.0000,807.9629
45311.0000,3.0000,50.0000,50.0000,1.8000,-7.7000,-20.1000,1497.0000,-377.0000,855.0000,1489.0000,-400.0000,857.0000,0.0000,-11.5000,-49.9000,1515.0000,-344.0000,860.0000,0.0000,-11.5000,-49.9000,0.0000,-11.4773,-49.9482,0.3441,-0.9374,0.0542,0.3441,-0.9374,0.0542,0.3433,-0.9377,0.0539,-0.0000,-3.0879,-69.8894,17, /Offroad  Passenger  Exterior ,8,60,1102.6488,700.0000,793.1273
45312.0000,3.0000,50.0000,50.0000,1.8000,-6.9000,-21.1000,1499.0000,-375.0000,855.0000,1490.0000,-398.0000,857.0000,0.0000,-11.6000,-49.8000,1515.0000,-343.0000,860.0000,0.0000,-11.6000,-49.8000,0.0000,-11.5829,-49.7725,0.3282,-0.9421,0.0686,0.3282,-0.9421,0.0686,0.3287,-0.9420,0.0683,-0.0000,-3.9150,-70.7638,17, /Offroad  Passenger  Exterior ,10,59,1123.8833,700.0000,777.0798
45313.0000,3.0000,50.0000,50.0000,1.7000,-6.2000,-21.9000,1500.0000,-374.0000,855.0000,1491.0000,-396.0000,858.0000,0.0000,-11.5000,-49.9000,1517.0000,-341.0000,860.0000,0.0000,-11.5000,-49.9000,0.0000,-11.4829,-49.8607,0.3124,-0.9467,0.0781,0.3124,-0.9467,0.0781,0.3131,-0.9465,0.0778,-0.0000,-4.4616,-71.6956,17, /Offroad  Passenger  Exterior ,12,58,1144.7167,700.0000,766.7321
45314.0000,3.0000,50.0000,50.0000,1.5000,-5.5000,-22.6000,1502.0000,-372.0000,855.0000,1491.0000,-395.0000,858.0000,0.0000,-11.1000,-50.6000,1519.0000,-340.0000,861.0000,0.0000,-11.1000,-50.6000,0.0000,-11.0793,-50.5514,0.2885,-0.9539,0.0829,0.2885,-0.9539,0.0829,0.2893,-0.9537,0.0825,-0.0000,-4.7343,-73.1229,17, /Offroad  Passenger  Exterior ,13,57,1176.7695,700.0000,762.2239
45315.0000,3.0000,50.0000,50.0000,1.3000,-5.0000,-23.1000,1503.0000,-371.0000,856.0000,1492.0000,-394.0000,858.0000,0.0000,-10.7000,-51.3000,1521.0000,-339.0000,861.0000,0.0000,-10.7000,-51.3000,0.0000,-10.7154,-51.3139,0.2681,-0.9597,0.0845,0.2681,-0.9597,0.0845,0.2678,-0.9597,0.0847,-0.0000,-4.8609,-74.4088,17, /Offroad  Passenger  Exterior ,14,56,1204.1485,700.0000,761.4400
45316.0000,3.0000,50.0000,50.0000,1.0000,-4.4000,-23.5000,1505.0000,-370.0000,856.0000,1492.0000,-393.0000,858.0000,0.0000,-10.5000,-52.1000,1523.0000,-339.0000,861.0000,0.0000,-10.5000,-52.1000,0.0000,-10.4540,-52.0785,0.2471,-0.9647,0.0912,0.2471,-0.9647,0.0912,0.2475,-0.9646,0.0905,-0.0000,-5.1901,-75.6073,17, /Offroad  Passenger  Exterior ,16,55,1230.4163,700.0000,755.6594
45317.0000,3.0000,50.0000,50.0000,0.7000,-3.9000,-24.1000,1506.0000,-370.0000,856.0000,1493.0000,-392.0000,859.0000,0.0000,-10.3000,-52.8000,1524.0000,-339.0000,861.0000,0.0000,-10.3000,-52.8000,0.0000,-10.2582,-52.8183,0.2246,-0.9697,0.0959,0.2246,-0.9697,0.0959,0.2243,-0.9698,0.0953,-0.0000,-5.4661,-76.9758,17, /Offroad  Passenger  Exterior ,17,54,1258.4952,700.0000,750.9065
45318.0000,3.0000,50.0000,50.0000,0.7000,-3.5000,-24.7000,1507.0000,-370.0000,856.0000,1494.0000,-392.0000,859.0000,0.0000,-10.1000,-53.6000,1524.0000,-338.0000,862.0000,0.0000,-10.1000,-53.6000,0.0000,-10.0781,-53.6045,0.2004,-0.9747,0.0989,0.2004,-0.9747,0.0989,0.2004,-0.9747,0.0986,-0.0000,-5.6572,-78.3841,17, /Offroad  Passenger  Exterior ,19,53,1287.0505,700.0000,747.7905
45319.0000,3.0000,50.0000,50.0000,0.7000,-3.2000,-25.3000,1508.0000,-370.0000,856.0000,1495.0000,-391.0000,859.0000,0.0000,-10.0000,-54.3000,1524.0000,-339.0000,862.0000,0.0000,-10.0000,-54.3000,0.0000,-9.9702,-54.2843,0.1779,-0.9788,0.1018,0.1779,-0.9788,0.1018,0.1782,-0.9788,0.1013,-0.0000,-5.8144,-79.6820,17, /Offroad  Passenger  Exterior ,20,52,1313.2002,700.0000,745.2511
45320.0000,3.0000,50.0000,50.0000,0.8000,-3.0000,-25.9000,1509.0000,-370.0000,857.0000,1495.0000,-392.0000,860.0000,0.0000,-9.8000,-54.8000,1526.0000,-338.0000,863.0000,0.0000,-9.8000,-54.8000,0.0000,-9.8081,-54.7542,0.1590,-0.9821,0.1013,0.1590,-0.9821,0.1013,0.1597,-0.9819,0.1015,-0.0000,-5.8231,-80.7602,17, /Offroad  Passenger  Exterior ,21,51,1334.9346,700.0000,746.4427
45321.0000,3.0000,50.0000,50.0000,0.8000,-2.8000,-26.3000,1511.0000,-370.0000,858.0000,1496.0000,-392.0000,860.0000,0.0000,-9.6000,-55.0000,1526.0000,-339.0000,863.0000,0.0000,-9.6000,-55.0000,0.0000,-9.6143,-54.9731,0.1486,-0.9837,0.1012,0.1486,-0.9837,0.1012,0.1490,-0.9836,0.1014,-0.0000,-5.8189,-81.3858,17, /Offroad  Passenger  Exterior ,21,50,1348.9072,700.0000,747.7133
45322.0000,3.0000,50.0000,50.0000,0.9000,-2.7000,-26.5000,1512.0000,-371.0000,859.0000,1497.0000,-392.0000,860.0000,0.0000,-9.5000,-54.9000,1527.0000,-339.0000,863.0000,0.0000,-9.5000,-54.9000,0.0000,-9.4657,-54.8912,0.1468,-0.9840,0.1011,0.1468,-0.9840,0.1011,0.1470,-0.9840,0.1005,-0.0000,-5.7708,-81.5048,17, /Offroad  Passenger  Exterior ,21,50,1352.0306,700.0000,749.5623
45323.0000,3.0000,50.0000,50.0000,1.0000,-2.7000,-26.6000,1513.0000,-371.0000,859.0000,1498.0000,-392.0000,861.0000,0.0000,-9.3000,-54.8000,1527.0000,-340.0000,863.0000,0.0000,-9.3000,-54.8000,0.0000,-9.3007,-54.8378,0.1470,-0.9843,0.0979,0.1470,-0.9843,0.0979,0.1463,-0.9844,0.0979,-0.0000,-5.6161,-81.5443,17, /Offroad  Passenger  Exterior ,21,50,1353.7837,700.0000,752.5269
45324.0000,8.0000,10.0000,28.0000,1.0000,-2.6000,-26.6000,1514.0000,-372.0000,859.0000,1497.0000,-393.0000,861.0000,0.0000,-9.1000,-54.9000,1528.0000,-340.0000,864.0000,0.0000,-9.1000,-54.9000,0.0000,-9.1247,-54.9416,0.1453,-0.9847,0.0965,0.1453,-0.9847,0.0965,0.1446,-0.9847,0.0969,-0.0000,-5.5586,-81.6476,17, /Offroad  Passenger  Exterior ,21,50,1356.6099,700.0000,753.5537
45325.0000,8.0000,10.0000,28.0000,0.8000,-2.6000,-26.3000,1513.0000,-372.0000,859.0000,1498.0000,-394.0000,861.0000,0.0000,-9.1000,-55.0000,1528.0000,-341.0000,864.0000,0.0000,-9.1000,-55.0000,0.0000,-9.1429,-54.9603,0.1488,-0.9841,0.0968,0.1488,-0.9841,0.0968,0.1494,-0.9840,0.0975,-0.0000,-5.5961,-81.3667,17, /Offroad  Passenger  Exterior ,21,50,1350.2372,700.0000,752.7591
45326.0000,8.0000,10.0000,28.0000,0.8000,-2.7000,-25.9000,1512.0000,-373.0000,859.0000,1498.0000,-395.0000,861.0000,0.0000,-9.4000,-54.8000,1528.0000,-341.0000,864.0000,0.0000,-9.4000,-54.8000,0.0000,-9.3833,-54.8284,0.1589,-0.9822,0.1003,0.1589,-0.9822,0.1003,0.1584,-0.9823,0.1000,-0.0000,-5.7405,-80.8376,17, /Offroad  Passenger  Exterior ,20,51,1338.9343,700.0000,749.7403
45327.0000,8.0000,10.0000,28.0000,0.9000,-2.8000,-25.4000,1511.0000,-374.0000,859.0000,1498.0000,-395.0000,862.0000,0.0000,-9.7000,-54.6000,1528.0000,-342.0000,864.0000,0.0000,-9.7000,-54.6000,0.0000,-9.6516,-54.6353,0.1707,-0.9798,0.1039,0.1707,-0.9798,0.1039,0.1702,-0.9800,0.1031,-0.0000,-5.9183,-80.1485,17, /Offroad  Passenger  Exterior ,20,51,1324.4943,700.0000,745.9990
45328.0000,8.0000,10.0000,28.0000,0.8000,-2.9000,-24.6000,1510.0000,-375.0000,859.0000,1498.0000,-396.0000,862.0000,0.0000,-10.0000,-54.5000,1528.0000,-342.0000,865.0000,0.0000,-10.0000,-54.5000,0.0000,-9.9572,-54.4643,0.1859,-0.9766,0.1079,0.1859,-0.9766,0.1079,0.1866,-0.9766,0.1072,-0.0000,-6.1531,-79.1825,17, /Offroad  Passenger  Exterior ,20,52,1304.5933,700.0000,741.0104
45329.0000,8.0000,10.0000,28.0000,0.7000,-3.1000,-23.5000,1509.0000,-376.0000,859.0000,1498.0000,-398.0000,862.0000,0.0000,-10.2000,-54.4000,1527.0000,-343.0000,864.0000,0.0000,-10.2000,-54.4000,0.0000,-10.2359,-54.3994,0.2065,-0.9724,0.1089,0.2065,-0.9724,0.1089,0.2064,-0.9723,0.1095,-0.0000,-6.2868,-78.0136,17, /Offroad  Passenger  Exterior ,19,53,1280.5551,700.0000,737.8163
45330.0000,8.0000,50.0000,50.0000,0.5000,-3.2000,-22.5000,1509.0000,-377.0000,859.0000,1497.0000,-400.0000,862.0000,0.0000,-10.9000,-53.3000,1524.0000,-346.0000,864.0000,0.0000,-10.9000,-53.3000,0.0000,-10.8687,-53.3090,0.2413,-0.9631,0.1196,0.2413,-0.9631,0.1196,0.2412,-0.9631,0.1191,-0.0000,-6.8410,-75.9419,17, /Offroad  Passenger  Exterior ,18,55,1239.3143,700.0000,725.8052
45331.0000,8.0000,50.0000,50.0000,0.4000,-3.3000,-21.4000,1510.0000,-378.0000,859.0000,1495.0000,-404.0000,861.0000,0.0000,-11.1000,-53.0000,1524.0000,-346.0000,864.0000,0.0000,-11.1000,-53.0000,0.0000,-11.0601,-53.0409,0.2647,-0.9565,0.1225,0.2647,-0.9565,0.1225,0.2640,-0.9568,0.1218,-0.0000,-6.9973,-74.5720,17, /Offroad  Passenger  Exterior ,17,57,1212.5021,700.0000,721.7445
45332.0000,8.0000,10.0000,28.0000,0.7000,-3.5000,-20.0000,1511.0000,-380.0000,860.0000,1495.0000,-404.0000,861.0000,0.0000,-11.1000,-53.0000,1524.0000,-346.0000,864.0000,0.0000,-11.1000,-53.0000,0.0000,-11.0601,-53.0409,0.2883,-0.9499,0.1207,0.2883,-0.9499,0.1207,0.2877,-0.9502,0.1200,-0.0000,-6.8932,-73.1536,17, /Offroad  Passenger  Exterior ,16,58,1183.9750,700.0000,723.5813
45335.0000,8.0000,50.0000,50.0000,1.6000,-5.0000,-16.2000,1510.0000,-387.0000,862.0000,1494.0000,-417.0000,863.0000,0.0000,-12.5000,-37.0000,1518.0000,-353.0000,865.0000,0.0000,-12.5000,-37.0000,0.0000,-12.4745,-37.0163,0.5937,-0.7954,0.1220,0.5937,-0.7954,0.1220,0.5935,-0.7956,0.1215,-0.0000,-6.9811,-53.2768,5, /Windshield  Passenger ,79,75,791.1013,576.6635,714.7827
45336.0000,8.0000,50.0000,50.0000,1.8000,-5.6000,-15.3000,1509.0000,-389.0000,862.0000,1494.0000,-419.0000,863.0000,0.0000,-11.8000,-32.2000,1512.0000,-360.0000,865.0000,0.0000,-11.8000,-32.2000,0.0000,-11.8411,-32.2065,0.6721,-0.7336,0.1008,0.6721,-0.7336,0.1008,0.6719,-0.7336,0.1015,-0.0000,-5.8241,-47.5126,5, /Windshield  Passenger ,33,60,877.3589,300.6207,766.6117
45337.0000,8.0000,50.0000,50.0000,2.0000,-6.2000,-14.2000,1507.0000,-391.0000,861.0000,1495.0000,-422.0000,863.0000,0.0000,-11.0000,-26.3000,1510.0000,-363.0000,865.0000,0.0000,-11.0000,-26.3000,0.0000,-11.0038,-26.2932,0.7586,-0.6469,0.0779,0.7586,-0.6469,0.0779,0.7586,-0.6468,0.0779,-0.0000,-4.4705,-40.4524,3, /Windshield  Driver ,99,50,936.9732,95.0302,802.4318
45338.0000,8.0000,50.0000,50.0000,2.0000,-6.9000,-12.9000,1506.0000,-393.0000,861.0000,1495.0000,-424.0000,863.0000,0.0000,-9.9000,-18.2000,1509.0000,-364.0000,865.0000,0.0000,-9.9000,-18.2000,0.0000,-9.8779,-18.1871,0.8560,-0.5147,0.0480,0.8560,-0.5147,0.0480,0.8561,-0.5146,0.0477,-0.0000,-2.7313,-31.0069,3, /Windshield  Driver ,79,41,986.3059,-80.6510,832.0740
45339.0000,8.0000,50.0000,50.0000,1.9000,-7.6000,-11.6000,1504.0000,-394.0000,861.0000,1495.0000,-425.0000,863.0000,0.0000,-9.2000,-12.1000,1507.0000,-366.0000,864.0000,0.0000,-9.2000,-12.1000,0.0000,-9.1945,-12.0540,0.9161,-0.4002,0.0247,0.9161,-0.4002,0.0247,0.9164,-0.3995,0.0246,-0.0000,-1.4091,-23.5543,3, /Windshield  Driver ,68,36,1012.4960,-179.7342,847.8107
45340.0000,8.0000,50.0000,50.0000,1.8000,-8.3000,-10.5000,1503.0000,-396.0000,861.0000,1495.0000,-427.0000,863.0000,0.0000,-9.0000,-8.4000,1506.0000,-366.0000,864.0000,0.0000,-9.0000,-8.4000,0.0000,-9.0276,-8.3738,0.9467,-0.3221,0.0096,0.9467,-0.3221,0.0096,0.9468,-0.3216,0.0101,-0.0000,-0.5786,-18.7631,3, /Windshield  Driver ,62,34,1025.9788,-233.9517,855.9120
45341.0000,8.0000,50.0000,50.0000,1.5000,-8.9000,-9.4000,1503.0000,-397.0000,861.0000,1495.0000,-428.0000,862.0000,0.0000,-9.0000,-6.3000,1505.0000,-367.0000,864.0000,0.0000,-9.0000,-6.3000,0.0000,-9.0476,-6.2519,0.9632,-0.2687,-0.0003,0.9632,-0.2687,-0.0003,0.9635,-0.2679,0.0005,-0.0000,-0.0280,-15.5378,3, /Windshield  Driver ,59,33,1034.0503,-266.6159,860.7619
45342.0000,8.0000,50.0000,50.0000,1.3000,-9.4000,-8.3000,1503.0000,-397.0000,861.0000,1495.0000,-429.0000,862.0000,0.0000,-9.0000,-5.0000,1504.0000,-368.0000,864.0000,0.0000,-9.0000,-5.0000,0.0000,-9.0370,-4.9592,0.9736,-0.2281,-0.0086,0.9736,-0.2281,-0.0086,0.9738,-0.2274,-0.0080,-0.0000,0.4560,-13.1472,3, /Windshield  Driver ,56,31,1040.7349,-289.0259,864.7784
45343.0000,8.0000,50.0000,50.0000,1.0000,-9.7000,-7.2000,1502.0000,-398.0000,861.0000,1495.0000,-430.0000,862.0000,0.0000,-9.0000,-4.2000,1503.0000,-369.0000,864.0000,0.0000,-9.0000,-4.2000,0.0000,-8.9971,-4.1509,0.9805,-0.1959,-0.0134,0.9805,-0.1959,-0.0134,0.9807,-0.1950,-0.0135,-0.0000,0.7726,-11.2481,3, /Windshield  Driver ,54,31,1044.9060,-307.0944,867.2847
45344.0000,8.0000,50.0000,50.0000,0.8000,-10.0000,-6.3000,1503.0000,-399.0000,861.0000,1495.0000,-431.0000,862.0000,0.0000,-9.0000,-3.6000,1502.0000,-370.0000,863.0000,0.0000,-9.0000,-3.6000,0.0000,-9.0111,-3.6215,0.9852,-0.1703,-0.0184,0.9852,-0.1703,-0.0184,0.9852,-0.1706,-0.0182,-0.0000,1.0423,-9.8264,3, /Windshield  Driver ,53,30,1048.4156,-320.2638,869.3934
45345.0000,8.0000,50.0000,50.0000,0.6000,-10.4000,-5.6000,1503.0000,-400.0000,861.0000,1495.0000,-432.0000,862.0000,0.0000,-9.0000,-3.3000,1502.0000,-371.0000,863.0000,0.0000,-9.0000,-3.3000,0.0000,-9.0248,-3.2763,0.9879,-0.1531,-0.0252,0.9879,-0.1531,-0.0252,0.9880,-0.1527,-0.0247,-0.0000,1.4174,-8.7857,3, /Windshield  Driver ,52,29,1053.1898,-330.4808,872.2621
45346.0000,8.0000,50.0000,50.0000,0.4000,-10.7000,-5.0000,1503.0000,-401.0000,861.0000,1495.0000,-432.0000,862.0000,0.0000,-9.0000,-3.0000,1501.0000,-371.0000,863.0000,0.0000,-9.0000,-3.0000,0.0000,-9.0261,-3.0016,0.9900,-0.1376,-0.0303,0.9900,-0.1376,-0.0303,0.9900,-0.1377,-0.0298,-0.0000,1.7076,-7.9166,3, /Windshield  Driver ,51,29,1056.7975,-338.9526,874.4298
45347.0000,8.0000,50.0000,50.0000,0.3000,-10.8000,-4.5000,1503.0000,-402.0000,861.0000,1495.0000,-433.0000,862.0000,0.0000,-9.0000,-2.8000,1500.0000,-372.0000,863.0000,0.0000,-9.0000,-2.8000,0.0000,-9.0280,-2.7869,0.9916,-0.1257,-0.0319,0.9916,-0.1257,-0.0319,0.9916,-0.1254,-0.0314,-0.0000,1.7992,-7.2092,3, /Windshield  Driver ,50,28,1057.9014,-345.6985,875.0931
45348.0000,8.0000,50.0000,50.0000,0.1000,-10.9000,-4.1000,1502.0000,-403.0000,861.0000,1495.0000,-434.0000,862.0000,0.0000,-9.1000,-2.7000,1499.0000,-373.0000,862.0000,0.0000,-9.1000,-2.7000,0.0000,-9.0577,-2.6659,0.9926,-0.1171,-0.0318,0.9926,-0.1171,-0.0318,0.9927,-0.1165,-0.0325,-0.0000,1.8650,-6.6939,3, /Windshield  Driver ,49,28,1058.6378,-350.9646,875.5356
45349.0000,8.0000,50.0000,50.0000,0.0000,-11.0000,-3.6000,1502.0000,-403.0000,861.0000,1495.0000,-435.0000,862.0000,0.0000,-9.1000,-2.6000,1499.0000,-374.0000,862.0000,0.0000,-9.1000,-2.6000,0.0000,-9.0858,-2.6347,0.9937,-0.1068,-0.0335,0.9937,-0.1068,-0.0335,0.9936,-0.1074,-0.0337,-0.0000,1.9318,-6.1705,3, /Windshield  Driver ,49,28,1059.4343,-355.1523,876.0142
45350.0000,3.0000,84.0000,58.0000,0.0000,-10.9000,-3.3000,1502.0000,-404.0000,860.0000,1495.0000,-435.0000,862.0000,0.0000,-9.1000,-2.6000,1498.0000,-374.0000,862.0000,0.0000,-9.1000,-2.6000,0.0000,-9.1214,-2.6233,0.9943,-0.1017,-0.0317,0.9943,-0.1017,-0.0317,0.9943,-0.1021,-0.0313,-0.0000,1.7934,-5.8653,3, /Windshield  Driver ,49,29,1056.1390,-358.1976,874.0342
45351.0000,3.0000,84.0000,58.0000,-0.1000,-10.8000,-3.0000,1501.0000,-404.0000,860.0000,1495.0000,-436.0000,862.0000,0.0000,-9.2000,-2.6000,1498.0000,-374.0000,862.0000,0.0000,-9.2000,-2.6000,0.0000,-9.2008,-2.6016,0.9949,-0.0966,-0.0281,0.9949,-0.0966,-0.0281,0.9949,-0.0967,-0.0281,-0.0000,1.6115,-5.5496,3, /Windshield  Driver ,48,29,1053.8189,-360.5507,872.6401
45352.0000,3.0000,84.0000,58.0000,-0.1000,-10.8000,-2.9000,1501.0000,-405.0000,860.0000,1495.0000,-436.0000,861.0000,0.0000,-9.3000,-2.6000,1497.0000,-375.0000,862.0000,0.0000,-9.3000,-2.6000,0.0000,-9.2970,-2.5982,0.9951,-0.0949,-0.0264,0.9951,-0.0949,-0.0264,0.9951,-0.0949,-0.0264,-0.0000,1.5146,-5.4478,3, /Windshield  Driver ,48,29,1052.6041,-362.2365,871.9102
45353.0000,3.0000,84.0000,58.0000,-0.1000,-10.8000,-2.7000,1501.0000,-405.0000,860.0000,1495.0000,-436.0000,861.0000,0.0000,-9.4000,-2.6000,1497.0000,-375.0000,862.0000,0.0000,-9.4000,-2.6000,0.0000,-9.4062,-2.5988,0.9955,-0.0915,-0.0246,0.9955,-0.0915,-0.0246,0.9955,-0.0915,-0.0245,-0.0000,1.4041,-5.2518,3, /Windshield  Driver ,48,30,1051.2076,-363.6557,871.0710
45354.0000,3.0000,84.0000,58.0000,-0.2000,-10.7000,-2.4000,1500.0000,-405.0000,860.0000,1494.0000,-436.0000,861.0000,0.0000,-9.5000,-2.6000,1497.0000,-375.0000,862.0000,0.0000,-9.5000,-2.6000,0.0000,-9.4580,-2.5895,0.9960,-0.0864,-0.0211,0.9960,-0.0864,-0.0211,0.9960,-0.0862,-0.0218,-0.0000,1.2502,-4.9483,3, /Windshield  Driver ,48,30,1049.2158,-365.9716,869.8742
45355.0000,3.0000,84.0000,58.0000,-0.3000,-10.6000,-2.1000,1500.0000,-405.0000,860.0000,1494.0000,-436.0000,861.0000,0.0000,-9.5000,-2.6000,1497.0000,-375.0000,862.0000,0.0000,-9.5000,-2.6000,0.0000,-9.4684,-2.5608,0.9965,-0.0813,-0.0193,0.9965,-0.0813,-0.0193,0.9965,-0.0806,-0.0199,-0.0000,1.1378,-4.6253,3, /Windshield  Driver ,47,30,1047.7793,-368.4141,869.0111
45356.0000,3.0000,84.0000,58.0000,-0.4000,-10.6000,-1.8000,1500.0000,-405.0000,860.0000,1494.0000,-436.0000,861.0000,0.0000,-9.5000,-2.5000,1496.0000,-375.0000,861.0000,0.0000,-9.5000,-2.5000,0.0000,-9.4612,-2.5427,0.9970,-0.0744,-0.0193,0.9970,-0.0744,-0.0193,0.9970,-0.0752,-0.0200,-0.0000,1.1433,-4.3123,3, /Windshield  Driver ,47,30,1047.8431,-370.9042,869.0495
45357.0000,3.0000,84.0000,58.0000,-0.5000,-10.5000,-1.6000,1500.0000,-405.0000,860.0000,1494.0000,-436.0000,861.0000,0.0000,-9.5000,-2.5000,1496.0000,-375.0000,861.0000,0.0000,-9.5000,-2.5000,0.0000,-9.4524,-2.5327,0.9973,-0.0710,-0.0175,0.9973,-0.0710,-0.0175,0.9973,-0.0716,-0.0183,-0.0000,1.0512,-4.1061,3, /Windshield  Driver ,47,30,1046.6616,-372.4555,868.3396
45358.0000,3.0000,84.0000,58.0000,-0.7000,-10.4000,-1.5000,1499.0000,-405.0000,859.0000,1494.0000,-436.0000,861.0000,0.0000,-9.5000,-2.5000,1496.0000,-375.0000,861.0000,0.0000,-9.5000,-2.5000,0.0000,-9.4718,-2.5015,0.9975,-0.0693,-0.0158,0.9975,-0.0693,-0.0158,0.9975,-0.0693,-0.0163,-0.0000,0.9313,-3.9771,3, /Windshield  Driver ,47,31,1043.4721,-373.3297,866.4231
45359.0000,3.0000,84.0000,58.0000,-0.8000,-10.3000,-1.5000,1499.0000,-405.0000,859.0000,1495.0000,-437.0000,862.0000,0.0000,-9.3000,-2.2000,1496.0000,-375.0000,861.0000,0.0000,-9.3000,-2.2000,0.0000,-9.3345,-2.1813,0.9978,-0.0641,-0.0175,0.9978,-0.0641,-0.0175,0.9978,-0.0638,-0.0169,-0.0000,0.9686,-3.6573,3, /Windshield  Driver ,47,31,1043.9488,-375.9136,866.7095
45360.0000,3.0000,84.0000,58.0000,-0.9000,-10.2000,-1.5000,1499.0000,-405.0000,859.0000,1495.0000,-437.0000,862.0000,0.0000,-9.0000,-1.5000,1496.0000,-375.0000,861.0000,0.0000,-9.0000,-1.5000,0.0000,-8.9750,-1.4872,0.9984,-0.0519,-0.0210,0.9984,-0.0519,-0.0210,0.9984,-0.0517,-0.0214,-0.0000,1.2280,-2.9638,3, /Windshield  Driver ,46,30,1047.2561,-381.6114,868.6968
